search URL:,https://patents.google.com/?q=force&q=feedback&q=UI&oq=force+feedback+UI+,,,,,,,,,,,
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link,,,
US-2015350143-A1,"Displaying options, assigning notification, ignoring messages, and simultaneous user interface displays in a messaging application ",Apple Inc.,"Lawrence Y. YANG, Stephen O. Lemay, Tiffany S. Jon",2014-06-01,2015-04-29,2015-12-03,,https://patents.google.com/patent/US20150350143A1/en,https://patentimages.storage.googleapis.com/98/a7/91/12c039d9706189/US20150350143A1-20151203-D00000.png,,,
US-2017017323-A1,External user interface for head worn computing ,"Osterhout Group, Inc.","Hsuhua Yu, Nima L. Shams, Britton Michael Holland, Yu Fei Chen",2015-07-17,2015-07-17,2017-01-19,,https://patents.google.com/patent/US20170017323A1/en,https://patentimages.storage.googleapis.com/8b/3f/97/789979ff5bc977/US20170017323A1-20170119-D00000.png,,,
US-2010154542-A1,Sensing element of coriolis force gyroscope ,"Innalabs Technologies, Inc.","Isaak M. Okon, Dmitri V. Simonenko, Anton S. Barabashov",2005-05-31,2010-03-10,2010-06-24,,https://patents.google.com/patent/US20100154542A1/en,https://patentimages.storage.googleapis.com/US20100154542A1/US20100154542A1-20100624-D00000.png,,,
US-2010088632-A1,Method and handheld electronic device having dual mode touchscreen-based navigation ,Research In Motion Limited,"Michael Knowles, David Paul Yach",2008-10-08,2009-08-04,2010-04-08,,https://patents.google.com/patent/US20100088632A1/en,https://patentimages.storage.googleapis.com/US20100088632A1/US20100088632A1-20100408-D00000.png,,,
US-2011306986-A1,"Surgical robot system using augmented reality, and method for controlling same ","Min Kyu Lee, Seung Wook Choi, Jong Seok Won, Sung Kwan Hong","Min Kyu Lee, Seung Wook Choi, Jong Seok Won, Sung Kwan Hong",2009-03-24,2010-03-22,2011-12-15,,https://patents.google.com/patent/US20110306986A1/en,https://patentimages.storage.googleapis.com/37/74/1a/c7c1f38a1d867f/US20110306986A1-20111215-D00000.png,,,
US-2007282200-A1,Apparatus and method for imaging objects with wavefields ,"Johnson Steven A, Borup David T, James Wiskin, Berggren Michael J","Steven Johnson, David Borup, James Wiskin, Michael Berggren",1992-10-14,2005-09-09,2007-12-06,,https://patents.google.com/patent/US20070282200A1/en,https://patentimages.storage.googleapis.com/US20070282200A1/US20070282200A1-20071206-D00000.png,,,
US-2006084859-A1,Apparatus and method for imaging objects with wavefields ,"Techniscan, Inc.","Steven Johnson, David Borup, James Wiskin, Michael Berggren",1995-06-22,2005-09-09,2006-04-20,,https://patents.google.com/patent/US20060084859A1/en,https://patentimages.storage.googleapis.com/US20060084859A1/US20060084859A1-20060420-D00000.png,,,
US-2013212487-A1,"Dynamic Page Content and Layouts Apparatuses, Methods and Systems ",Visa International Service Association,Stephen W. Cote,2012-01-09,2013-01-09,2013-08-15,,https://patents.google.com/patent/US20130212487A1/en,https://patentimages.storage.googleapis.com/d8/b2/f8/78c45e6580b12a/US20130212487A1-20130815-D00000.png,,,
US-2016070404-A1,Fingerprint-Assisted Force Estimation ,Apple Inc.,"Duncan Kerr, Steven P. Hotelling",2012-07-26,2015-06-18,2016-03-10,,https://patents.google.com/patent/US20160070404A1/en,https://patentimages.storage.googleapis.com/9a/46/b4/3beccb88194c8a/US20160070404A1-20160310-D00000.png,,,
US-2016239985-A1,See-through computer display systems ,"Osterhout Group, Inc.","John N. Haddick, John N. Border, Nima L. Shams",2015-02-17,2015-02-17,2016-08-18,,https://patents.google.com/patent/US20160239985A1/en,https://patentimages.storage.googleapis.com/89/1b/d9/c819a19164f280/US20160239985A1-20160818-D00000.png,,,
US-9364714-B2,Fuzzy logic-based evaluation and feedback of exercise performance ,"Zsolutionz, LLC","Sunil Koduri, John Michael Hand, Surendra P. S. Bhatia, Bobby Joe Adams, John W. Ransone, Shalini Koduri",2014-01-14,2014-12-31,2016-06-14,2016-06-14,https://patents.google.com/patent/US9364714B2/en,https://patentimages.storage.googleapis.com/ff/ba/30/01afe2ed5778da/US09364714-20160614-D00000.png,,,
US-2017024007-A1,External user interface for head worn computing ,"Osterhout Group, Inc.","Nicholas Benjamin Pelis, Preston Douglas Brown, Sean Thomas Mostajo O'Hara, Robert Michael Lohse, Andrew Carl Heisey",2015-07-22,2015-07-22,2017-01-26,,https://patents.google.com/patent/US20170024007A1/en,https://patentimages.storage.googleapis.com/61/69/d8/b351486015ba22/US20170024007A1-20170126-D00000.png,,,
US-2017024035-A1,External user interface for head worn computing ,"Osterhout Group, Inc.","Nicholas Benjamin Pelis, Preston Douglas Brown, Sean Thomas Mostajo O'Hara, Robert Michael Lohse, Andrew Carl Heisey",2015-07-22,2015-07-22,2017-01-26,,https://patents.google.com/patent/US20170024035A1/en,https://patentimages.storage.googleapis.com/a2/9d/f5/18a31c064f5e26/US20170024035A1-20170126-D00000.png,,,
WO-2017015093-A1,External user interface for head worn computing ,"Osterhout Group, Inc.","Hsuhua Yu, Nima L. SHAMS, Britton Michael HOLLAND, Yu Fei CHEN, Nicholas Benjamin PELIS, Sean Tomas Mostajo O'HARA, Robert Michael Lohse, Andrew Carl HEISEY, Ralph F. Osterhout",2015-07-17,2016-07-15,2017-01-26,,https://patents.google.com/patent/WO2017015093A1/en,,,,
US-2016048283-A1,Weather user interface ,Apple Inc.,"Lawrence Y. YANG, Wan Si Wan, Alan C. Dye, Christopher Patrick FOSS, Kevin Lynch, Brian Schmitt, Christopher Wilson",2014-08-15,2015-08-07,2016-02-18,,https://patents.google.com/patent/US20160048283A1/en,https://patentimages.storage.googleapis.com/8a/18/82/0f589b6d4d5ba1/US20160048283A1-20160218-D00000.png,,,
US-2014267135-A1,Application-based touch sensitivity ,Apple Inc.,Kapil Chhabra,2013-03-14,2013-03-14,2014-09-18,,https://patents.google.com/patent/US20140267135A1/en,https://patentimages.storage.googleapis.com/7e/05/d7/0b3621b0ac13bd/US20140267135A1-20140918-D00000.png,,,
US-2011197161-A1,Handles interactions for human-computer interface ,Microsoft Corporation,"Andrew Mattingly, Jeremy Hill, Arjun Dayal, Brian Kramp, Ali Vassigh, Christian Klein, Adam Poulos, Alex Kipman, Jeffrey Margolis",2010-02-09,2010-02-09,2011-08-11,,https://patents.google.com/patent/US20110197161A1/en,https://patentimages.storage.googleapis.com/US20110197161A1/US20110197161A1-20110811-D00000.png,,,
US-2015370529-A1,User interface for manipulating user interface objects with magnetic properties ,Apple Inc.,"Nicholas Zambetti, Imran Chaudhri, Jonathan R. DASCOLA, Alan C. Dye, Christopher Patrick FOSS, Aurelio GUZMAN, Chanaka G. Karunamuni, Duncan Robert Kerr, Christopher Wilson, Eric Lance Wilson, Lawrence Y. YANG, Gary Ian BUTCHER, Nathan de Vries, Jonathan P. Ive, Nicholas V. King, Daniel Trent Preston",2013-09-03,2015-08-31,2015-12-24,,https://patents.google.com/patent/US20150370529A1/en,https://patentimages.storage.googleapis.com/6b/10/ca/ab83d01e267096/US20150370529A1-20151224-D00000.png,,,
US-2013115584-A1,User interface and fitness meters for remote joint workout session ,"Nike, Inc.","John M. Gordon, Adriana Guerrero, Christina S. Self",2011-11-07,2012-10-30,2013-05-09,,https://patents.google.com/patent/US20130115584A1/en,https://patentimages.storage.googleapis.com/a4/d7/fd/2cd9dd1e15e786/US20130115584A1-20130509-D00000.png,,,
US-2004254805-A1,Benefits and compensation realignment ,"Sven Schwerin-Wenzel, Nir Kol, Moore Dennis B., Eric Wood","Sven Schwerin-Wenzel, Nir Kol, Dennis Moore, Eric Wood",2003-03-14,2004-01-30,2004-12-16,,https://patents.google.com/patent/US20040254805A1/en,https://patentimages.storage.googleapis.com/US20040254805A1/US20040254805A1-20041216-D00000.png,,,
US-2002098122-A1,Active disposable microfluidic system with externally actuated micropump ,"Angad Singh, Iqbal Shahzi S.","Angad Singh, Shahzi Iqbal",2001-01-22,2001-01-22,2002-07-25,,https://patents.google.com/patent/US20020098122A1/en,https://patentimages.storage.googleapis.com/US20020098122A1/US20020098122A1-20020725-D00000.png,,,
US-2010209890-A1,Vehicle stability enhancement control adaptation to driving skill with integrated driving skill recognition ,"Gm Global Technology Operations, Inc.","Jihua Huang, William C. Lin, Yuen-Kwok Chin",2009-02-18,2009-02-18,2010-08-19,,https://patents.google.com/patent/US20100209890A1/en,https://patentimages.storage.googleapis.com/US20100209890A1/US20100209890A1-20100819-D00000.png,,,
US-2016286203-A1,See-through computer display systems ,"Osterhout Group, Inc.","John N. Border, Nima L. Shams, Joseph Bietry, John D. Haddick, Ralph F. Osterhout, Karim Elkatcha",2015-03-27,2015-03-27,2016-09-29,,https://patents.google.com/patent/US20160286203A1/en,https://patentimages.storage.googleapis.com/4e/9f/2b/ca312cdc5b741e/US20160286203A1-20160929-D00000.png,,,
US-2016246055-A1,Head worn computer display systems ,"Osterhout Group, Inc.","John N. Border, Kei Edgardo Yamamoto Kohatsu, Karim Elkatcha, John D. Haddick, Ralph F. Osterhout",2014-12-03,2015-12-11,2016-08-25,,https://patents.google.com/patent/US20160246055A1/en,https://patentimages.storage.googleapis.com/79/64/be/856f4329d6d379/US20160246055A1-20160825-D00000.png,,,
US-2011320880-A1,System identifying and inferring web session events ,"Tealeaf Technology, Inc.","Robert I. Wenig, Manoj Punjabi, Geoff Townsend",2010-06-23,2010-06-23,2011-12-29,,https://patents.google.com/patent/US20110320880A1/en,https://patentimages.storage.googleapis.com/37/05/4c/143d12d7b53769/US20110320880A1-20111229-D00003.png,,,
US-2009187291-A1,"System, method, and computer software code for providing real time optimization of a mission plan for a powered system ","Wolfgang Daum, Ajith Kuttannair Kumar, Glenn Robert Shaffer, Joseph Forrest Noffsinger, Robert James Foy, Mckay David Lowell","Wolfgang Daum, Ajith Kuttannair Kumar, Glenn Robert Shaffer, Joseph Forrest Noffsinger, Robert James Foy, David Lowell McKay",2006-03-20,2009-02-04,2009-07-23,,https://patents.google.com/patent/US20090187291A1/en,https://patentimages.storage.googleapis.com/US20090187291A1/US20090187291A1-20090723-D00000.png,,,
US-2013265257-A1,Flexible display apparatus and operating method thereof ,"Samsung Electronics Co., Ltd.","Ji-Hyun Jung, Chang-Soo Lee",2012-04-08,2013-04-08,2013-10-10,,https://patents.google.com/patent/US20130265257A1/en,https://patentimages.storage.googleapis.com/2c/a7/f2/451fe18858efc1/US20130265257A1-20131010-D00000.png,,,
US-2010168942-A1,System And Method For Optimizing A Path For A Marine Vessel Through A Waterway ,"Joseph Forrest Noffsinger, Paul Kenneth Houpt","Joseph Forrest Noffsinger, Paul Kenneth Houpt",2008-12-29,2008-12-29,2010-07-01,,https://patents.google.com/patent/US20100168942A1/en,https://patentimages.storage.googleapis.com/US20100168942A1/US20100168942A1-20100701-D00000.png,,,
US-2009186325-A1,"System, Method, and Computer Software Code for Instructing an Operator to Control a Powered System Having an Autonomous Controller ",Ajith Kuttannair Kumar,Ajith Kuttannair Kumar,2006-03-20,2008-05-28,2009-07-23,,https://patents.google.com/patent/US20090186325A1/en,https://patentimages.storage.googleapis.com/US20090186325A1/US20090186325A1-20090723-D00000.png,,,
US-2017011210-A1,Electronic device ,"Samsung Electronics Co., Ltd.","Cheol-Ho CHEONG, Hyuk Kang, Dong-Hyun Kim, Yang-Su Kim, Hyun-Soo Kim, Bo-Yeon NA, Byoung-Tack ROH, Jeong-Min Park, Ji-Hyun Park, Tae-Gun Park, Kwang-Sub SON, Dong-Il Son, Sung-Ho Son, Sung-Hyuk Shin, Hyun-Seok SHIN, Jin-Gil Yang, Jae-Yung Yeo, Jae-Bong YOO, Su-Ha Yoon, Seung-Young JEON, Kyung-soo Lim, Eui-Chang JUNG, In-Ji JIN, Jong-ho Choi, Duk-Ki HONG, Moo-Hyun Baek, Sang-Youp SEOK, Byoung-Uk YOON",2014-02-21,2015-02-11,2017-01-12,,https://patents.google.com/patent/US20170011210A1/en,https://patentimages.storage.googleapis.com/4c/27/e2/895be598da2b8d/US20170011210A1-20170112-D00000.png,,,
US-6463371-B1,System for intelligent control of a vehicle suspension based on soft computing ,Yamaha Hatsudoki Kabushiki Kaisha,"Sergei V. Ulyanov, Takahide Hagiwara",1998-10-22,1998-10-22,2002-10-08,2002-10-08,https://patents.google.com/patent/US6463371B1/en,https://patentimages.storage.googleapis.com/US6463371B1/US06463371-20021008-D00000.png,,,
US-2014143785-A1,Delegating Processing from Wearable Electronic Device ,"Samsung Electronics Companty, Ltd.","Pranav Mistry, Sajid Sadi",2012-11-20,2013-08-30,2014-05-22,,https://patents.google.com/patent/US20140143785A1/en,https://patentimages.storage.googleapis.com/23/06/c0/612e39d33beb29/US20140143785A1-20140522-D00000.png,,,
US-2014094998-A1,Control system and method for remotely isolating powered units in a vehicle system ,General Electric Company,"Jared Klineman Cooper, Mark Bradshaw Kraeling, David Allen Eldredge, James Brooks, Ajith Kuttannair Kumar",2006-03-20,2013-12-03,2014-04-03,,https://patents.google.com/patent/US20140094998A1/en,https://patentimages.storage.googleapis.com/ab/76/63/dabede9864b691/US20140094998A1-20140403-D00000.png,,,
US-2016062466-A1,Semantic Framework for Variable Haptic Output ,Apple Inc.,"Camille Moussette, Gary I. Butcher, Hugo D. Verweij, Jonathan Ive",2014-09-02,2015-09-29,2016-03-03,,https://patents.google.com/patent/US20160062466A1/en,https://patentimages.storage.googleapis.com/f6/e9/d5/5f4a3232b8ba7b/US20160062466A1-20160303-D00000.png,,,
US-2004249657-A1,Synergy realization ,"Nir Kol, Sven Schwerin-Wenzel, Eric Wood","Nir Kol, Sven Schwerin-Wenzel, Eric Wood",2003-03-14,2004-01-30,2004-12-09,,https://patents.google.com/patent/US20040249657A1/en,https://patentimages.storage.googleapis.com/US20040249657A1/US20040249657A1-20041209-D00000.png,,,
US-2010209884-A1,Driving skill recognition based on vehicle left and right turns ,"Gm Global Technology Operations, Inc.","William C. Lin, Jihua Huang, Yuen-Kwok Chin",2009-02-18,2009-02-18,2010-08-19,,https://patents.google.com/patent/US20100209884A1/en,https://patentimages.storage.googleapis.com/US20100209884A1/US20100209884A1-20100819-D00000.png,,,
US-2013091229-A1,Computer Implemented Methods And Apparatus For Providing Selective Notifications In An Online Social Network ,"Salesforce.Com, Inc.","Zachary J. Dunn, Joseph M. Olsen",2011-10-07,2012-07-02,2013-04-11,,https://patents.google.com/patent/US20130091229A1/en,https://patentimages.storage.googleapis.com/7f/cd/30/eb2e98e796fac3/US20130091229A1-20130411-D00000.png,,,
US-2012015686-A1,Methods and apparatus for leveraging a mobile phone or mobile computing device for use in controlling model vehicles ,Ari Krupnik,Ari Krupnik,2010-07-16,2011-07-13,2012-01-19,,https://patents.google.com/patent/US20120015686A1/en,https://patentimages.storage.googleapis.com/db/bb/65/11663864632a37/US20120015686A1-20120119-D00000.png,,,
US-2014098028-A1,Flexible apparatus and control method thereof ,"Samsung Electronics Co., Ltd.","Ji-yeon Kwak, Kyung-A Kang, Joon-kyu Seo, Sang-keun Jung, Geun-Ho Lee",2012-10-04,2012-10-05,2014-04-10,,https://patents.google.com/patent/US20140098028A1/en,https://patentimages.storage.googleapis.com/e5/1e/74/acafb3f162c627/US20140098028A1-20140410-D00000.png,,,
US-5643051-A,Centerless grinding process and apparatus therefor ,The University Of Connecticut,"Shiping Steven Zhou, Joseph R. Gartner, Trevor D. Howes",1995-06-16,1995-06-16,1997-07-01,1997-07-01,https://patents.google.com/patent/US5643051A/en,https://patentimages.storage.googleapis.com/pages/US5643051-1.png,,,
US-2009098980-A1,User interface and methods of using in exercise equipment ,Waters Rolland M,Rolland M. Waters,2004-03-09,2008-03-18,2009-04-16,,https://patents.google.com/patent/US20090098980A1/en,https://patentimages.storage.googleapis.com/US20090098980A1/US20090098980A1-20090416-D00000.png,,,
US-2008119763-A1,Acquisition processing and reporting physical exercise data ,Jay Wiener,Jay Wiener,2006-11-21,2006-11-21,2008-05-22,,https://patents.google.com/patent/US20080119763A1/en,https://patentimages.storage.googleapis.com/US20080119763A1/US20080119763A1-20080522-D00000.png,,,
US-2015365306-A1,Systems and Methods for Multitasking on an Electronic Device with a Touch-Sensitive Display ,Apple Inc.,"Imran A. Chaudhri, May-Li Khoe, Nicholas Zambetti, Lawrence Y. YANG",2014-06-12,2015-06-05,2015-12-17,,https://patents.google.com/patent/US20150365306A1/en,https://patentimages.storage.googleapis.com/55/b5/78/46f79c6157f3a3/US20150365306A1-20151217-D00000.png,,,
US-2013007148-A1,Computer implemented methods and apparatus for controlling the inclusion of edited information in an information feed ,"Salesforce.Com, Inc.",Joseph M. Olsen,2011-07-01,2012-01-31,2013-01-03,,https://patents.google.com/patent/US20130007148A1/en,https://patentimages.storage.googleapis.com/72/99/15/ec7f37c6808f59/US20130007148A1-20130103-D00000.png,,,
US-2013282003-A1,Devices and techniques for cutting and coagulating tissue ,"Ethicon Endo-Surgery, Inc.","Jeffrey D. Messerly, Brian D. Bertke, Karalyn R. Tellio, Eitan T. Wiener, David C. Yates, Jeffrey L. Aldridge, Foster B. Stulen, James R. Giordano",2012-04-09,2013-03-15,2013-10-24,,https://patents.google.com/patent/US20130282003A1/en,https://patentimages.storage.googleapis.com/8a/ca/77/3b08ad1662f375/US20130282003A1-20131024-D00000.png,,,
US-2010209891-A1,Driving skill recognition based on stop-and-go driving behavior ,"Gm Global Technology Operations, Inc.","William C. Lin, Jihua Huang, Yuen-Kwok Chin",2009-02-18,2009-02-18,2010-08-19,,https://patents.google.com/patent/US20100209891A1/en,https://patentimages.storage.googleapis.com/US20100209891A1/US20100209891A1-20100819-D00000.png,,,
US-2009187757-A1,Method and system for mediated secure computation ,Sap Ag,Florian Kerschbaum,2008-01-18,2008-01-18,2009-07-23,,https://patents.google.com/patent/US20090187757A1/en,https://patentimages.storage.googleapis.com/US20090187757A1/US20090187757A1-20090723-D00000.png,,,
US-2004230468-A1,Methods and systems for portfolio planning ,Oracle International Corporation,"Nigel King, Alison Schofield",2003-04-23,2003-04-23,2004-11-18,,https://patents.google.com/patent/US20040230468A1/en,https://patentimages.storage.googleapis.com/US20040230468A1/US20040230468A1-20041118-D00000.png,,,
US-6839599-B2,Kiln/cooler control and upset recovery using a combination of model predictive control and expert systems ,"Pavilion Technologies, Inc.","Gregory D. Martin, Steven J. McGarel",1996-05-06,2002-03-14,2005-01-04,2005-01-04,https://patents.google.com/patent/US6839599B2/en,https://patentimages.storage.googleapis.com/US6839599B2/US06839599-20050104-D00000.png,,,
US-2013165854-A1,Multi-user touch-based control of a remote catheter guidance system (rcgs) ,"Kulbir Sandhu, Huaicai Mo, Venkata Adusumilli","Kulbir Sandhu, Huaicai Mo, Venkata Adusumilli",2011-12-22,2011-12-22,2013-06-27,,https://patents.google.com/patent/US20130165854A1/en,https://patentimages.storage.googleapis.com/7b/71/24/77c7ac42135734/US20130165854A1-20130627-D00000.png,,,
US-2013265262-A1,Flexible display apparatus and method for controlling thereof ,"Samsung Electronics Co., Ltd.","Ji-Hyun Jung, Kyung-A Kang, Han-Sung LEE, Geun-Ho Lee",2012-04-08,2013-04-08,2013-10-10,,https://patents.google.com/patent/US20130265262A1/en,https://patentimages.storage.googleapis.com/a6/ec/be/200415519985a1/US20130265262A1-20131010-D00000.png,,,
US-2004254806-A1,Aligned execution ,"Sven Schwerin-Wenzel, Eric Wood, Nir Kol, Moore Dennis B.","Sven Schwerin-Wenzel, Eric Wood, Nir Kol, Dennis Moore",2003-03-14,2004-01-30,2004-12-16,,https://patents.google.com/patent/US20040254806A1/en,https://patentimages.storage.googleapis.com/US20040254806A1/US20040254806A1-20041216-D00000.png,,,
US-2015370920-A1,Column interface for navigating in a user interface ,Apple Inc.,"Marcel van Os, Joe Howard, Joshua MC GLINN, Jonathan Lochhead, Benjamin W. Keighran, William M. Bachman, Elbert D. Chen, Jeffrey L. Robbin, Jennifer L. C. FOLSE, Lynne KRESS",2014-06-24,2015-06-22,2015-12-24,,https://patents.google.com/patent/US20150370920A1/en,https://patentimages.storage.googleapis.com/80/af/f9/b2e29860fe05a3/US20150370920A1-20151224-D00000.png,,,
US-7938773-B2,Electrically-operated curving control device ,Olympus Corporation,"Toshimasa Kawai, Eiichi Kobayashi, Takemitsu Honda, Seiichiro Kimoto",2004-08-19,2007-02-20,2011-05-10,2011-05-10,https://patents.google.com/patent/US7938773B2/en,https://patentimages.storage.googleapis.com/US7938773B2/US07938773-20110510-D00000.png,,,
US-2003207238-A1,Training methods and systems ,"Markus Latzina, Bernard Rummel","Markus Latzina, Bernard Rummel",2002-01-04,2002-12-30,2003-11-06,,https://patents.google.com/patent/US20030207238A1/en,https://patentimages.storage.googleapis.com/US20030207238A1/US20030207238A1-20031106-D00000.png,,,
US-2013289591-A1,Rotatable electrical connection for ultrasonic surgical instruments ,"Ethicon Endo-Surgery, Inc.","Chad P. Boudreaux, Daniel W. Price, Jeffery T. Kirk, Jose Domingo Vasquez, Timothy G. Dietz, Richard C. Smith, Ryan M. Asher, Jeffrey L. Aldridge, Richard W. Timm, Craig T. Davis",2012-04-09,2013-03-15,2013-10-31,,https://patents.google.com/patent/US20130289591A1/en,https://patentimages.storage.googleapis.com/db/78/1d/350224ed2fccd9/US20130289591A1-20131031-D00000.png,,,
US-2016357404-A1,Devices and Methods for Navigating Between User Interfaces ,Apple Inc.,"Marcos Alonso Ruiz, Sebastian J. Bauer, Andrew B. Cato, Imran A. Chaudhri, Jonathan R. DASCOLA, Christopher P. FOSS, Joseph A. Hagedorn, Chanaka G. Karunamuni, Stephen O. Lemay",2015-06-07,2015-09-27,2016-12-08,,https://patents.google.com/patent/US20160357404A1/en,https://patentimages.storage.googleapis.com/e6/7b/7f/65679dbbaa3768/US20160357404A1-20161208-D00000.png,,,
US-2004249658-A1,Services integration ,"Sven Schwerin-Wenzel, Eric Wood, Nir Kol, Moore Dennis B.","Sven Schwerin-Wenzel, Eric Wood, Nir Kol, Dennis Moore",2003-03-14,2004-01-30,2004-12-09,,https://patents.google.com/patent/US20040249658A1/en,https://patentimages.storage.googleapis.com/US20040249658A1/US20040249658A1-20041209-D00000.png,,,
US-2013091149-A1,Computer implemented methods and apparatus for providing a distribution list of users in an online social network ,"Salesforce.Com, Inc.","Zachary Dunn, Joseph Olsen",2011-10-07,2012-08-15,2013-04-11,,https://patents.google.com/patent/US20130091149A1/en,https://patentimages.storage.googleapis.com/eb/46/f1/46872d471175dd/US20130091149A1-20130411-D00000.png,,,
WO-2010088413-A1,Enhanced roaming services and converged carrier networks with device assisted services and a proxy ,Headwater Partners I Llc,Gregory G. Raleigh,2009-01-28,2010-01-28,2010-08-05,,https://patents.google.com/patent/WO2010088413A1/en,,,,
US-2016357305-A1,Devices and Methods for Navigating Between User Interfaces ,Apple Inc.,"Nicole M. Wells, Andrew B. Cato, Matthew H. GAMBLE, Craig M. Federighi, Wayne C. Westerman",2015-06-07,2015-09-27,2016-12-08,,https://patents.google.com/patent/US20160357305A1/en,https://patentimages.storage.googleapis.com/9c/56/69/3d3c2722cbdf7f/US20160357305A1-20161208-D00000.png,,,
US-2012207204-A1,Clock Recovery Circuit for Receiver Using Decision Feedback Equalizer ,Fujitsu Limited,Yasuo Hidaka,2011-02-14,2011-02-14,2012-08-16,,https://patents.google.com/patent/US20120207204A1/en,https://patentimages.storage.googleapis.com/e7/58/b0/b6ccfd5e8ec5b3/US20120207204A1-20120816-D00000.png,,,
US-2015248235-A1,Text input on an interactive display ,"Samsung Electronics Company, Ltd.","Eva Offenberg, Link Huang, Cathy Kim, Pranav Mistry, Sajid Sadi",2014-02-28,2015-02-27,2015-09-03,,https://patents.google.com/patent/US20150248235A1/en,https://patentimages.storage.googleapis.com/e1/4e/f0/07072e03ff4183/US20150248235A1-20150903-D00000.png,,,
US-2013324164-A1,Mapping Application with Automatic Stepping Capabilities ,Apple Inc.,Emanuele Vulcano,2012-06-05,2012-09-30,2013-12-05,,https://patents.google.com/patent/US20130324164A1/en,https://patentimages.storage.googleapis.com/58/41/6a/15309dc32e7d15/US20130324164A1-20131205-D00000.png,,,
US-2016259412-A1,Devices and Methods for Controlling Media Presentation ,Apple Inc.,"Gary Flint, Stefan Hafeneger",2015-03-08,2015-09-25,2016-09-08,,https://patents.google.com/patent/US20160259412A1/en,https://patentimages.storage.googleapis.com/ea/c7/88/f4da9244271112/US20160259412A1-20160908-D00000.png,,,
US-2016360116-A1,Devices and Methods for Capturing and Interacting with Enhanced Digital Images ,Apple Inc.,"Henrique D. Penha, Sebastian J. Bauer, Imran A. Chaudhri, Graham R. Clarke, Alan C. Dye, Craig M. Federighi, Aurelio GUZMAN, Jonathan Ive, Nicholas V. King, Behkish J. Manzari, Charles A. Mezak, Justin S. Titi, Christopher I. Wilson",2015-06-07,2015-09-23,2016-12-08,,https://patents.google.com/patent/US20160360116A1/en,https://patentimages.storage.googleapis.com/c1/ba/51/87e40c45a03695/US20160360116A1-20161208-D00000.png,,,
US-2016259496-A1,"Devices, Methods, and Graphical User Interfaces for Displaying and Using Menus ",Apple Inc.,"Gary I. Butcher, Christopher P. FOSS, Raymond S. Sepulveda, Alexander J. Perry, Patrick L. Coffman, Aram David Kudurshian, Cédric J. Bray, Usama M. HAJJ",2015-03-08,2015-09-28,2016-09-08,,https://patents.google.com/patent/US20160259496A1/en,https://patentimages.storage.googleapis.com/6d/1a/3c/be8338112a17dd/US20160259496A1-20160908-D00000.png,,,
US-2007080933-A1,Mobile device customizer ,"Elaine Chen, Lorraine Wheeler, Beth Marcus","Elaine Chen, Lorraine Wheeler, Beth Marcus",2005-10-11,2006-09-11,2007-04-12,,https://patents.google.com/patent/US20070080933A1/en,https://patentimages.storage.googleapis.com/US20070080933A1/US20070080933A1-20070412-D00000.png,,,
US-2016259517-A1,"Devices, Methods, and Graphical User Interfaces for Displaying and Using Menus ",Apple Inc.,"Gary I. Butcher, Christopher P. FOSS, Raymond S. Sepulveda, Alexander J. Perry, Patrick L. Coffman, Aram David Kudurshian, Cédric J. Bray, Usama M. HAJJ",2015-03-08,2015-09-30,2016-09-08,,https://patents.google.com/patent/US20160259517A1/en,https://patentimages.storage.googleapis.com/53/72/89/ed637d24853b12/US20160259517A1-20160908-D00000.png,,,
US-2016259536-A1,"Devices, Methods, and Graphical User Interfaces for Interacting with a Control Object While Dragging Another Object ",Apple Inc.,"Aram D. Kudurshian, Christopher P. FOSS, Gary I. Butcher, Patrick L. Coffman, Jeffrey Traer Bernstein, Nicole M. Wells, Wayne C. Westerman",2015-03-08,2015-09-28,2016-09-08,,https://patents.google.com/patent/US20160259536A1/en,https://patentimages.storage.googleapis.com/83/15/5f/07164b410da5f6/US20160259536A1-20160908-D00000.png,,,
US-2014143784-A1,Controlling Remote Electronic Device with Wearable Electronic Device ,"Samsung Electronics Company, Ltd.","Pranav Mistry, Sajid Sadi, Curtis Douglas Aumiller",2012-11-20,2013-08-30,2014-05-22,,https://patents.google.com/patent/US20140143784A1/en,https://patentimages.storage.googleapis.com/47/e1/3d/c34dc6528ccb3d/US20140143784A1-20140522-D00000.png,,,
US-2008065246-A1,Highly portable media devices ,Apple Inc.,"Rico Zorkendorfer, Stephen Brian Lynch, Dinesh Mathew, Jonathan P. Ive, Stephen Paul Zadesky, Evans Hankey, Christopher David Prest",2006-09-11,2007-04-24,2008-03-13,,https://patents.google.com/patent/US20080065246A1/en,https://patentimages.storage.googleapis.com/US20080065246A1/US20080065246A1-20080313-D00000.png,,,
US-2008218515-A1,Three-dimensional-image display system and displaying method ,"Rieko Fukushima, Kaoru Sugita, Akira Morishita, Yuzo Hirayama","Rieko Fukushima, Kaoru Sugita, Akira Morishita, Yuzo Hirayama",2007-03-07,2008-03-06,2008-09-11,,https://patents.google.com/patent/US20080218515A1/en,https://patentimages.storage.googleapis.com/US20080218515A1/US20080218515A1-20080911-D00000.png,,,
